credit_score,monthly_income,dti_ratio,late_payments_6m,employment_months,approved
399,8244,0.7830857079191976,1,99,0
702,129750,0.2520063210782392,0,214,1
303,12469,0.7464533591118427,1,70,1
698,69212,0.5461829526884204,2,172,1
693,140537,0.4528855899391947,2,79,1
690,164031,0.38039759769796544,2,190,1
632,87227,0.5499040854427102,3,200,0
535,163282,0.5490202668369347,3,45,1
652,169178,0.008416848608611539,1,150,1
438,93928,0.7262269964226714,3,127,1
690,41218,0.29437073635012195,1,96,1
577,134565,0.2826184972343964,0,67,1
529,10654,0.32527243510639536,2,147,1
552,179497,0.5482262442471473,3,197,1
584,82511,0.30081418883974964,1,84,1
318,153925,0.29906484954176227,2,80,1
369,149324,0.05077190370275489,2,207,1
422,98790,0.33331333154154263,3,181,1
357,194571,0.11958278163500308,0,174,1
519,160892,0.6844714032478243,0,142,1
634,177661,0.2676088665578293,1,25,1
627,26029,0.7686939184493363,0,36,1
535,100942,0.5476224020535857,3,14,1
727,190777,0.604921227861859,2,76,1
582,164060,0.7582009451221966,2,8,0
339,95188,0.19114781265333206,2,113,0
682,21503,0.4538327757538138,1,7,1
587,62185,0.032580643595649765,0,238,1
617,117876,0.08060695036455537,3,119,1
582,131235,0.2932695359750303,1,4,1
576,185465,0.5460014804999522,1,44,1
345,25830,0.6653548819244276,1,45,0
579,84105,0.20512336197877828,1,162,1
697,60241,0.5992617709100857,3,185,1
451,192339,0.17943292595843996,0,116,1
601,39892,0.004844484893064838,0,174,1
315,50371,0.043530419964587445,0,23,0
473,65181,0.4684468982445771,2,75,1
518,28281,0.39771803687545093,0,2,1
791,131545,0.2163401823435458,3,98,1
407,108754,0.0052382868822612675,2,9,1
438,115070,0.454408279402721,2,190,1
504,182191,0.6540853094637213,1,128,1
796,91156,0.054835902338702794,1,181,1
726,67765,0.589179565915046,3,141,1
317,80079,0.5076340815712542,3,9,0
416,161630,0.3834838177609079,0,85,1
710,109457,0.03867308398084175,1,3,1
329,40485,0.7388571331138366,0,19,0
727,140442,0.3819527911413942,1,225,1
440,151149,0.3196855687049633,2,224,1
758,55985,0.689180321670188,0,29,1
446,114949,0.6764625831869903,0,97,1
517,116223,0.5818087624000191,1,70,1
630,41603,0.6634879863200068,2,103,1
363,9751,0.09946278478635247,2,146,1
578,145872,0.6087324440642735,0,92,1
552,126160,0.2624272663873023,2,195,1
691,145041,0.6939958347746222,0,15,1
798,80449,0.29618517278948736,1,140,0
632,106963,0.043443161696060356,2,170,1
504,196479,0.3315041894162925,0,133,1
503,51289,0.6054216280610891,2,159,1
508,133339,0.4007456487835179,0,148,0
707,33400,0.6109071294471747,0,40,1
460,20612,0.028218992692885615,2,189,1
383,191792,0.14173136288082322,1,65,1
467,32925,0.4508863448342352,1,43,0
311,133916,0.30825100307810527,1,131,1
353,106727,0.5441405949361598,2,152,0
345,163374,0.7700433864963376,0,91,1
685,112948,0.5278895685604111,0,15,1
661,141818,0.33389031590607987,3,239,1
648,179673,0.43389121475467257,1,195,1
530,167258,0.7302611853569365,2,119,1
658,146596,0.5383913973297704,0,84,1
380,39198,0.6425435982036223,0,211,1
750,40527,0.2412147272812268,3,85,1
550,103414,0.595456925470618,1,49,1
769,134500,0.11154509547188943,1,61,1
376,136087,0.5998204931241741,0,133,1
548,159041,0.7052468742419395,1,179,1
648,27850,0.7201859736427374,0,77,1
547,41301,0.09327204884211815,3,47,1
523,36791,0.6639056420589875,3,224,0
383,111882,0.08794921821442934,0,24,1
490,129724,0.3827175626262103,0,132,1
419,30182,0.5460172237489321,2,43,1
450,174791,0.38739928920939937,3,157,1
641,66261,0.27192768176811777,1,90,1
615,134799,0.5470569259966842,3,19,1
603,152312,0.5287030200855152,0,41,1
480,14951,0.4663141241324537,2,117,1
779,174044,0.42274293182138556,3,35,1
343,194323,0.5645919192978706,1,139,1
471,192058,0.3224296453609212,2,192,1
359,34785,0.055014598193870695,1,70,1
469,83390,0.4299636081529789,3,224,1
780,52651,0.5787644417950694,3,176,1
483,94554,0.23932792609285347,3,21,0
754,195193,0.11260091050874586,3,112,1
547,154519,0.7294729553296952,0,133,1
649,156038,0.6909997317969567,2,135,1
528,89010,0.49474737543305536,2,111,1
432,187822,0.629285722963261,0,87,1
682,184650,0.7750442518195374,3,136,1
784,162870,0.45540718458147267,0,162,1
431,164379,0.1953453476802719,1,203,1
689,133133,0.511049592426097,0,25,1
430,26304,0.7316749408803631,3,34,0
658,62634,0.552118561118784,0,121,1
694,155608,0.020992312919522506,2,102,1
524,70761,0.7337060830900126,2,215,1
668,41099,0.6029402042031744,0,138,1
436,189876,0.32146481071791844,3,57,1
339,101761,0.7899935114792527,0,204,1
348,173240,0.5773434662684376,2,208,1
523,62559,0.6603528654685533,0,10,0
751,77022,0.7545332473998695,2,212,1
363,73913,0.03166277177685286,0,87,1
527,79667,0.619535875229343,2,56,0
652,92016,0.3090771482862416,2,28,1
401,65157,0.6952600103190198,2,20,0
660,164327,0.7031166847465864,3,15,1
452,70616,0.6628947764021542,1,183,1
704,92771,0.6233604685222348,3,217,1
589,173248,0.6354262676999463,3,230,1
573,91933,0.23724200057728606,1,122,0
388,10017,0.3252225649011127,1,62,0
531,8093,0.09204391256244877,2,213,1
728,91722,0.6644732174892913,3,219,1
309,132515,0.5168051806597269,0,96,1
679,189025,0.4901733720932948,0,50,1
546,33114,0.19686243128523825,0,201,1
659,112186,0.49202886724127204,2,86,1
631,63477,0.36364138014492325,1,129,1
516,94485,0.7962150453324934,2,212,1
454,92986,0.6904546181899502,1,40,1
613,67975,0.42078630552524576,1,73,1
370,11500,0.6467644538389403,3,51,0
592,22191,0.13160400068667064,1,181,1
347,108298,0.08112039930128123,1,29,0
624,51101,0.5045206397402912,0,36,1
614,70788,0.5814286623511141,1,80,0
342,25368,0.04244515145557433,3,91,0
678,17526,0.1607706809582563,0,179,1
507,32326,0.429814381537979,1,225,1
693,80435,0.05025327967105984,1,143,1
320,39395,0.3392422690269598,1,55,0
389,52434,0.38566382356664086,3,158,1
546,65989,0.737447785710674,3,168,1
394,63933,0.2525411971167046,1,21,1
464,10115,0.13493477874802756,2,220,0
630,30534,0.006006606975179541,3,123,1
372,190427,0.09728648483491878,3,188,1
638,136255,0.6006927990569263,2,13,0
351,31773,0.3559375059729173,0,227,1
387,62471,0.1589800341892522,1,233,1
593,81564,0.7464221554576538,1,226,1
696,181888,0.6300306547509794,2,127,1
385,176869,0.09149175307987845,0,28,1
449,155921,0.2151658839146796,0,108,1
762,28461,0.6795531860210366,3,144,1
794,102175,0.5539453342379361,0,108,1
590,100852,0.7564361714098972,3,103,1
523,130404,0.0609995504557122,3,84,1
473,170198,0.6203289783349841,3,164,1
606,69627,0.06112913267485159,1,137,0
595,114936,0.2693295485537462,2,178,1
447,58651,0.6005350145402608,2,20,1
311,48385,0.5688079794021031,0,59,1
375,68157,0.0016942585121946685,1,211,1
779,149217,0.1615543462804837,1,192,1
509,92062,0.622858941242849,1,162,1
541,138817,0.10091801009177725,2,98,1
533,140701,0.26110312476768033,1,103,1
691,77539,0.1471116055170584,0,157,1
332,191368,0.08916362832851679,0,185,1
341,16888,0.6693005962584092,2,103,0
437,180205,0.049073395881468064,2,215,1
543,9510,0.4288399586583393,3,83,0
635,81411,0.554136409367393,0,77,1
545,166475,0.046072174923510636,1,166,1
520,139375,0.5067414165184917,1,189,1
768,69739,0.26725241219290646,2,130,1
380,178034,0.6668361790192762,1,228,1
585,34451,0.6381276977743245,1,204,1
571,136775,0.6351240297733171,3,50,0
536,107561,0.31893078732964675,0,188,1
703,47774,0.6580385518003299,3,194,1
433,184799,0.5039856032088206,1,208,1
776,154977,0.3029468522412194,0,126,1
465,9628,0.06453596436433476,2,184,1
572,24674,0.05345513014299011,0,174,1
560,18779,0.20112130755070573,2,220,1
724,87758,0.2396677156037339,3,71,1
519,88072,0.7420226331577153,1,38,0
442,147004,0.799950443095208,3,184,1
310,137785,0.11493907796014424,0,154,1
481,10894,0.7542145919701763,1,234,1
713,99411,0.5652320093482003,0,20,1
304,158678,0.3988865346932198,2,9,1
748,180329,0.7637493114791235,2,120,1
571,64095,0.5709545458570403,3,146,1
370,16464,0.4749236176952608,1,206,1
451,37352,0.167621411215801,3,160,1
577,73307,0.19555516149663188,2,174,1
457,93090,0.7292013888529965,2,93,1
354,75458,0.1720310249556686,0,140,1
632,25383,0.025844811435726367,3,34,0
636,73304,0.21298167830763665,3,166,0
359,63659,0.3844445756897852,3,34,1
440,101635,0.3055718085857265,1,42,1
421,23199,0.748642398888045,2,40,0
629,159790,0.3348592355524012,0,223,1
665,88066,0.7112421501318524,2,42,1
663,69033,0.47573034719141644,2,51,1
769,182051,0.419299737929482,3,238,1
684,150940,0.12815650612351445,2,40,1
460,34273,0.21682553102417812,3,130,1
353,36121,0.6937334214552222,3,34,0
607,8410,0.6239657691862193,0,107,1
758,115659,0.35793869155926505,3,224,1
787,76107,0.7272177234146321,0,79,1
415,80016,0.655342962469483,1,111,1
418,105804,0.08966746650320374,3,210,1
318,111528,0.4847443950418424,2,128,1
370,8187,0.6390745653926473,3,227,1
577,28687,0.6466753023473396,2,91,0
573,159519,0.07307294232810105,2,56,1
485,191064,0.17968893562428914,2,7,1
454,168734,0.3304314534471342,3,95,1
714,181993,0.2013048755529545,0,16,1
530,96995,0.08715051735839624,1,138,1
704,166668,0.5030403437287693,2,4,1
781,177387,0.4059787612301838,1,25,1
458,179414,0.12399180343884311,3,129,1
401,36680,0.46910559702166144,2,146,1
776,36164,0.04961196272517139,0,47,1
617,85299,0.30643284741864873,2,178,1
445,104714,0.6340143708323096,1,97,1
610,191962,0.7120397092521621,1,45,1
557,69038,0.1961877062396459,0,111,1
752,167655,0.6876070391913709,3,221,1
427,178378,0.7134062241020763,1,128,1
795,193326,0.48550584368315164,3,205,1
768,44372,0.7857423180998241,1,214,1
390,54440,0.19694065791424553,3,55,0
382,50229,0.05517938568183487,1,11,1
566,149156,0.6747545215068453,0,161,1
322,139849,0.39274452735964344,1,119,1
449,86160,0.27716310328145743,0,86,1
517,25068,0.04418626519272087,3,32,1
784,107996,0.0516995830568388,3,36,0
796,148614,0.07257316054551409,0,222,1
375,99069,0.14691401644452304,0,35,1
745,59480,0.7763207393788448,3,220,1
345,121704,0.22512331364972005,2,64,0
674,134899,0.6536378403618116,3,34,0
722,121524,0.015531024319553666,2,125,1
745,175623,0.25745204887856066,2,29,1
411,68275,0.7249539463888357,1,66,0
746,125045,0.14803262630518993,1,27,1
357,172164,0.2272188163307809,2,5,1
559,48835,0.6612119053704388,3,24,1
534,62064,0.09711334916165813,1,232,1
457,17439,0.042546552617907366,1,38,1
311,79995,0.7727814039897954,2,53,0
686,16565,0.32383340694974083,0,38,1
467,151303,0.5262970158224922,2,18,1
630,25051,0.10169272912108118,0,40,1
505,140944,0.17614191829349066,2,25,1
486,119325,0.36798460652793913,3,36,1
743,197676,0.5401225739430221,3,110,1
347,74857,0.23459832890127316,0,91,1
668,74200,0.7077070008320335,2,44,1
673,54676,0.6249152028986034,1,61,1
489,111155,0.44124631268683107,1,112,1
431,50106,0.3673689467517181,2,100,1
302,29771,0.4956340341940072,3,29,0
768,190127,0.5853305331576362,2,214,1
773,138399,0.10796023623257592,2,94,1
420,30812,0.6821130900487085,2,85,0
315,126667,0.39152222692619615,2,138,1
361,66524,0.7482751918476414,1,69,1
333,42571,0.7644339168912923,3,149,0
715,98523,0.024573456814468122,2,219,1
745,159224,0.30758478061511757,2,202,1
376,8086,0.4209787305970123,0,77,0
673,76197,0.43167639050189666,1,23,0
389,184823,0.6579146934776072,1,30,1
483,83712,0.11288318994301481,2,51,1
599,27026,0.4979861517559383,0,148,1
659,90288,0.7540775902762101,1,118,1
737,139034,0.7973529550434293,1,68,1
322,199293,0.008068432783794854,2,47,1
398,128742,0.7780538263187537,0,125,1
440,17701,0.09776802222423689,2,230,1
455,163340,0.4295604301754898,2,184,1
799,157780,0.19709584742675174,2,62,1
688,133066,0.4851128299152266,0,136,1
460,180135,0.029621273360318147,2,122,1
785,155722,0.19066614453823513,1,194,1
549,52587,0.24046050655917783,1,83,1
550,88879,0.7324857456637471,0,83,1
516,105426,0.46690363747876984,1,108,1
371,101831,0.5665677778877789,1,41,0
767,130648,0.5408121466536563,0,208,1
306,142719,0.3138306692793463,3,95,1
387,27960,0.0112168548496685,2,206,1
414,117137,0.08561661061296073,1,99,1
439,15452,0.36704678752296005,0,162,1
365,106215,0.7530358230943203,2,172,1
308,89058,0.19900624594683292,0,190,1
638,47467,0.5586549756947632,1,165,1
784,198237,0.6612766744810856,0,165,1
360,57556,0.725428227346208,0,74,0
448,18814,0.2347891296061608,3,15,0
553,76831,0.7450265396486031,1,223,1
763,153421,0.4863858084305435,0,202,1
647,9782,0.4067254272942191,1,66,1
683,102629,0.6227141054887078,0,6,1
590,88133,0.19097009068917217,2,239,1
508,174228,0.6500641852327713,1,20,1
399,8531,0.5199701555533892,0,8,0
732,11326,0.6394929030762802,1,237,1
702,116482,0.6845777560395674,3,162,1
312,42440,0.4938779544190253,2,144,1
657,143173,0.029388086406775395,2,149,1
342,61398,0.23819812810533236,3,178,0
669,115932,0.702415795969269,1,140,1
712,15245,0.501565208768558,1,179,1
365,141155,0.7120450900964617,3,187,1
516,107503,0.30762280163943023,2,51,1
361,8002,0.4037819646458597,0,142,0
583,59036,0.6900739537367312,3,80,0
763,19412,0.6096250862066903,3,146,1
340,16610,0.3020009050298151,1,41,0
498,142104,0.018104228833164183,1,210,1
786,90155,0.7042716505261643,2,64,1
450,162156,0.6290854771862556,2,45,0
366,57492,0.3593286645731715,0,30,1
544,145798,0.43699238971214893,0,127,1
554,126103,0.16344961370724376,3,86,1
631,135298,0.3296808718686949,3,171,1
456,166978,0.13055634160916307,3,100,1
777,143817,0.16845565887266878,1,74,1
560,151155,0.677095594658742,2,76,0
443,150001,0.28997790222253544,2,53,1
780,93824,0.6517786583410891,1,167,1
762,147080,0.37911989123822265,3,31,1
549,169695,0.05662222072461747,1,218,1
312,149697,0.28922175088496094,0,63,1
598,124676,0.12661876368881195,0,3,1
577,22211,0.5548611317010741,3,160,1
374,91825,0.7291152374539756,0,170,1
616,20148,0.6104604512906752,2,147,0
720,27932,0.6227500869168368,1,87,1
352,77335,0.6894932373550131,3,42,0
661,97112,0.6213317206255319,3,209,1
370,109298,0.45485860192535343,1,118,1
674,180853,0.571421031568002,2,114,1
509,154422,0.33276380311679415,3,52,1
303,89195,0.05663038071903479,3,187,1
783,72263,0.5644638362758299,3,224,1
382,144816,0.5773287712721146,2,155,1
598,60822,0.17897807234320454,1,174,1
390,177654,0.7631532510602446,2,170,1
766,158038,0.042009146111594564,2,42,1
669,139043,0.5887672386223068,1,111,1
702,55872,0.7747827109018605,3,70,1
516,127372,0.24731982215998435,1,97,1
533,165601,0.7299723344867043,3,204,1
617,21815,0.6611490025843754,2,199,1
692,42009,0.5952875722169876,3,134,1
723,106917,0.7630332542462896,2,28,1
308,77018,0.5232456598467216,2,86,0
631,144246,0.3959045218925865,3,173,1
354,85006,0.5405448174416525,1,144,1
443,199358,0.32945903406194993,1,134,1
714,65506,0.25990973873030815,3,94,1
425,77159,0.06579650002522196,1,232,1
698,8644,0.30240686272831657,2,218,0
531,55518,0.6425560467885486,2,154,1
416,53217,0.7563486306052379,0,209,0
467,154452,0.7801213740584341,1,43,0
565,72829,0.165220696768012,0,39,1
682,47065,0.4571454095807629,0,171,1
603,68215,0.46059852669400814,1,162,1
766,116028,0.14083803564426953,1,59,1
733,158826,0.46530256221555133,2,201,1
676,195938,0.2902102722542301,1,179,1
601,17094,0.7539251487729235,3,51,0
444,169469,0.2041617601805731,0,146,1
506,82678,0.6679689564066795,3,209,1
359,163182,0.7174845026501769,2,184,1
487,15202,0.5886978044262926,0,101,0
763,128209,0.1717418223115713,0,196,1
512,186684,0.20829525469317495,0,74,1
356,15513,0.7768942923757938,1,234,0
625,159720,0.06066325289691506,1,236,1
781,29950,0.09366872576330083,0,73,1
733,196575,0.7828557875024186,2,165,1
437,150919,0.621515819352576,3,231,1
526,182750,0.5971070808481687,3,70,1
565,180355,0.12816620891656028,0,172,1
423,68636,0.39115106522113524,3,127,0
434,87857,0.6726100819876495,1,107,1
418,140784,0.26309656096737816,0,154,1
797,41578,0.15421210593152843,0,114,1
673,66858,0.008756254214506409,3,171,1
720,27016,0.49803398788860886,1,230,1
708,178536,0.2350482482254356,2,51,1
779,55591,0.6909379415028325,2,43,1
352,86864,0.22681446940763222,3,148,1
740,94881,0.12126064974760267,2,230,1
333,80170,0.7683580096034546,3,203,1
537,157367,0.7718216098036077,1,97,1
597,183501,0.5480190626821921,2,193,1
478,117998,0.742708562077017,0,218,1
373,168654,0.12946686499902624,3,71,1
396,29278,0.36827268797623547,3,26,0
712,193551,0.16332711277142248,1,232,1
459,30252,0.3830266065560233,0,38,0
455,20765,0.6329423989974445,3,4,0
761,12269,0.6759422776000509,3,77,0
371,54721,0.003331515414159991,3,187,1
757,168737,0.31160271735988987,0,179,1
760,65764,0.7952549496899806,3,76,1
599,159853,0.47145196945202805,1,164,1
382,89475,0.23695674375836148,0,225,1
377,27956,0.3111954080334103,2,2,1
442,98840,0.2580509973070343,3,206,1
588,52611,0.3580787440243476,3,144,1
376,63962,0.3555893068733085,0,211,1
527,107313,0.40549064415797087,3,12,1
357,159766,0.3716048057538586,3,61,1
570,120668,0.4128909479651873,3,92,1
310,50862,0.022391160260146405,3,191,1
654,145755,0.043541517181794644,2,162,1
327,141731,0.2969151785663822,0,80,1
397,53516,0.7079532513935746,0,58,1
387,171539,0.6326658427212674,2,107,1
715,169896,0.08812291352925108,0,40,1
326,123910,0.39586476699467843,2,217,1
514,64861,0.4836698167825251,0,199,1
595,75998,0.3849513942680718,3,173,1
557,92371,0.5580533095832488,1,115,1
640,44075,0.797810526471617,0,154,1
701,66739,0.07717930394973704,1,61,1
496,33794,0.41242722516560176,3,31,0
714,37673,0.4098971703700427,2,56,1
458,150881,0.4499030381845458,3,129,1
792,32643,0.13357396478636616,1,230,1
552,98073,0.5106862327913753,2,30,1
668,90414,0.03547273807102105,0,73,1
737,16893,0.5928987895454574,1,18,0
696,167613,0.5305276205120898,1,106,1
725,196897,0.26433893473013054,2,227,1
568,130575,0.7911914888800395,2,13,1
321,136890,0.6630227061369426,0,142,1
546,52679,0.4316285080352186,2,37,1
390,170083,0.7924083279484853,3,2,1
744,158577,0.6640725149826241,1,129,1
418,92132,0.11038182410929176,0,113,1
414,143515,0.47284848335154167,1,216,1
424,191444,0.4646861093463597,1,69,1
621,123745,0.5223561373755998,3,152,1
585,46308,0.7526052732619429,0,37,1
774,71446,0.3936255306446743,1,139,1
508,43546,0.06190517094705222,2,196,1
441,71652,0.38346508842027965,3,93,1
324,178944,0.6302355095321144,2,37,1
303,44430,0.2868870198348401,0,121,0
486,179209,0.02168392473675347,2,40,1
762,62745,0.24259457752531421,0,155,1
561,103811,0.5457199557623696,0,56,1
746,109447,0.06880754246870523,2,158,1
350,32150,0.30077184695139886,1,171,0
346,43328,0.10650466800066836,0,239,1
716,66601,0.3807428733849514,1,46,1
353,19515,0.11321079341767018,1,223,0
325,152797,0.08722958000776826,2,77,1
502,112877,0.5582390335428021,3,37,1
762,170430,0.1264012709096086,0,216,1
644,173718,0.12383663566706203,2,137,1
349,74749,0.47401534037288884,2,136,1
718,164886,0.034875049252678814,3,73,1
721,19756,0.02639410304015426,1,42,1
700,90502,0.34515701515768527,0,15,1
751,135819,0.29207638657964746,3,206,1
419,97515,0.43569552173239634,0,5,0
789,149983,0.7947876938321987,1,123,1
460,172851,0.34776519682063345,2,64,1
701,89410,0.4608467019657531,0,200,1
589,60696,0.7353949009432212,1,168,1
689,119954,0.3865432824171069,0,19,1
613,174748,0.6248964204577102,3,31,1
621,197575,0.4389220287541856,1,39,1
608,164584,0.5097657982589235,2,171,1
689,55039,0.7460019522217366,0,22,1
669,47414,0.0005630146541504288,2,57,1
367,118011,0.7207519114015805,3,116,1
713,85219,0.39815361572563107,0,45,1
568,125304,0.4854114953932433,2,93,1
461,185279,0.3600463775700091,2,73,0
557,113428,0.20873490348185886,0,100,0
783,76263,0.05280575209353851,1,7,1
728,174872,0.7561005675866158,3,88,1
716,92319,0.49910096501978884,1,129,1
531,124161,0.6987765899694485,0,102,1
692,33977,0.23264662644390388,2,226,1
492,105514,0.22239915935903012,3,92,1
643,89850,0.26862755576583164,1,73,0
619,31618,0.1848305831515262,0,39,0
424,48628,0.3983765707077053,0,147,1
433,143016,0.748993237728961,1,137,1
330,42672,0.7008501373039855,1,13,0
369,33364,0.3960803631695917,3,208,1
516,19049,0.2790099726608199,2,234,1
538,13101,0.48935024221084666,1,238,1
382,91407,0.48980650678323373,2,186,1
508,101797,0.5470112712032119,0,29,0
602,127871,0.4284800206651639,0,215,1
416,117909,0.021404208165361996,3,99,1
469,111064,0.06083721387783472,3,207,1
483,199818,0.7790199883238705,2,58,1
552,55994,0.5969882361065498,1,165,1
483,144766,0.758597518881778,3,136,1
668,23285,0.2716204808146427,1,110,0
463,170929,0.4279595346506353,2,87,1
516,77631,0.25756153526931946,2,13,1
489,74506,0.7271480374258301,0,210,1
391,33954,0.23018670653287465,3,173,0
642,105711,0.5550490430971889,2,224,1
417,84723,0.14004445991290612,0,124,1
448,195059,0.08420116086133814,3,78,1
696,42178,0.12450765144507302,1,148,1
774,88138,0.42356421329292326,0,86,1
635,180835,0.6756328324073574,2,225,1
758,162999,0.7994237801383247,0,128,1
727,154784,0.49814643506222445,2,162,1
540,108989,0.4268828254777331,2,152,1
685,175660,0.6295060723721382,0,93,1
464,51000,0.050995362043647054,3,180,1
530,163449,0.647517788276752,1,118,1
567,119440,0.6067036327934617,1,24,1
780,75191,0.42363322088396366,0,98,1
724,49867,0.01838958059712006,2,13,1
544,108153,0.16175758441973134,0,176,1
626,8581,0.2957700795234492,0,163,1
401,145226,0.7529777807431566,1,215,1
702,53292,0.5107910593520382,1,115,1
576,82730,0.4080740905990614,3,237,1
566,45083,0.3907411363246518,2,161,1
683,97354,0.6239805852953197,2,93,1
616,79216,0.25890419117168667,0,73,1
336,44048,0.07561984302811463,2,227,1
444,178610,0.5416346462318165,1,42,1
388,153803,0.26321280632312877,1,4,1
667,82467,0.26047426958540526,2,27,1
317,19066,0.36377218887530377,0,165,1
401,170276,0.19418721738827893,1,188,1
598,141810,0.7373620238457017,1,122,1
647,114677,0.6775763377379982,3,97,1
551,124090,0.7928706647784491,3,44,1
730,9462,0.77163903674453,3,20,0
759,98979,0.2515642761708407,2,179,1
366,44237,0.30447836694462815,2,59,0
776,133054,0.5586063922400583,2,236,1
607,186805,0.012676722042585454,3,206,1
618,109916,0.7951111083110287,2,185,1
347,124001,0.008674465652893204,3,116,1
610,136151,0.42518874008184904,1,86,0
662,186472,0.5349602497042963,2,204,1
590,15331,0.7313170463641091,2,12,1
342,67543,0.515309056622488,3,226,1
561,59525,0.4775750397627209,3,197,1
767,145579,0.2402874393202458,0,17,1
661,93997,0.4727371159696291,3,53,1
368,156228,0.5997612103938196,3,226,1
779,98702,0.41247334316414064,3,159,1
779,195334,0.6237082386296997,1,89,1
384,155260,0.055690437499347836,2,200,1
700,11489,0.2683019607996756,0,167,1
503,197784,0.7678511472512317,0,221,1
596,190829,0.2587555304525023,2,97,1
522,16335,0.49748424145246867,3,141,1
691,83185,0.4159078061334534,0,147,1
798,194348,0.7492992106581718,3,11,1
697,168894,0.13021750112484173,0,161,1
765,97909,0.23951047960780736,0,172,1
773,112584,0.6899018443446889,2,32,0
345,13692,0.5329620358185588,1,194,0
426,116412,0.43443948853523984,0,104,1
660,135938,0.31592031359295086,3,103,1
595,77000,0.3290523464164081,3,50,1
